"企业代号","企业名称","信誉评级","是否违约","总支出","进项发票数量","进项发票金额变异系数","总营收","销项发票数量","负值销项发票比例","销项发票金额变异系数","进项作废发票比例","销项作废发票比例","毛利润","运营规模","利润率","资金周转率","是否违约数值","信誉评级数值"
"E23","***贸易有限公司","B","否",203232360.85,4802,4.28879850950573,214276359.81,3441,0.00988084859052601,0.676637600166124,0.0300949303171077,0.0361344537815126,11043998.96,417508720.66,0.0515409117916357,1.0543417343272,0,2
"E24","***建筑工程有限公司","A","否",88148997.57,2004,2.3715356234806,158761613.29,1638,0.0170940170940171,0.221344812906505,0.0210063507572057,0.0808080808080808,70612615.72,246910610.86,0.444771341489308,1.80105977000959,0,3
"E25","***通讯设备有限公司","C","否",10162456.45,1391,4.35360315060861,44937716.03,814,0.027027027027027,5.10099960791686,0.0134751773049645,0.167689161554192,34775259.58,55100172.48,0.773854629300349,4.4219344261003,0,1
"E26","***金属材料有限公司","A","否",42804372.12,758,1.57136261550976,42552614.82,450,0.00444444444444444,0.271711649830102,0.0417193426042984,0.107142857142857,-251757.299999997,85356986.94,-0.00591637672713991,0.994118420910504,0,3
"E27","***农业开发有限公司","A","否",49135490.43,2475,1.73818936219625,49290369.62,1389,0.0172786177105832,1.01572358882574,0.0350877192982456,0.0538147138964578,154879.189999998,98425860.05,0.00314217952094955,1.00315208393454,0,3
"E28","***景观工程有限公司","B","否",1414753.47,156,2.2733429310478,53773528.75,525,0,0.567279878972569,0.0769230769230769,0.0773286467486819,52358775.28,55188282.22,0.973690522030321,38.0091159981392,0,2
"E29","***建筑劳务有限公司","C","是",186618.44,48,6.17867435539641,46976378.78,469,0,0.0804907351901755,0.04,0.0126315789473684,46789760.34,47162997.22,0.996027398346859,251.724206782567,1,1
"E30","***建筑工程有限公司","B","否",24227646.36,740,1.51006972954935,78108521.81,747,0,0.163783622963269,0.0185676392572944,0.06625,53880875.45,102336168.17,0.689820703316674,3.22394179976796,0,2
"E31","***食品有限公司","A","否",5069803.78,404,2.29179043815907,54331314.95,2501,0.00239904038384646,1.3476393009111,0.0194174757281553,0.0410276073619632,49261511.17,59401118.73,0.906687261578969,10.7166504479588,0,3
"E32","***建筑劳务有限公司","B","否",2602845.72,2811,4.27278888965235,45875253.28,468,0.00427350427350427,0.119626096838894,0.00530785562632696,0.152173913043478,43272407.56,48478099,0.943262531890265,17.625037445554,0,2
"E33","***园林有限责任公司","B","否",70813718.68,1133,1.40244416256443,77075715.58,912,0.0153508771929825,0.348255592723348,0.123743232791957,0.15004659832246,6261996.89999999,147889434.26,0.0812447455450532,1.08842914927681,0,2
"E34","***建设工程有限公司","B","否",59105818.97,2071,1.90679377669071,96098257.35,596,0.00503355704697987,1.4312990441805,0.103074924209615,0.157001414427157,36992438.38,155204076.32,0.38494390429235,1.62586796062797,0,2
"E35","***商贸有限公司","B","否",35284508.91,633,1.20935196832861,38672420.75,737,0.00271370420624152,0.747810686045761,0.0538116591928251,0.0428571428571429,3387911.84,73956929.66,0.0876053728806207,1.0960169758531,0,2
"E36","***超硬材料有限公司","D","是",22539777.06,1562,1.7481804822192,41944347.9,1429,0.0230930720783765,1.04366315967565,0.0452322738386308,0.0762766645119586,19404570.84,64484124.96,0.462626594798009,1.86090340593635,1,0
"E37","***木业有限公司","B","否",50278318.69,592,0.835901314121877,51237785.19,1184,0.0118243243243243,0.941061205886001,0.0420711974110032,0.0699135899450118,959466.5,101516103.88,0.0187257606167422,1.01908310629709,0,2
"E38","***建设工程有限公司","B","否",13184015.78,958,4.73343819758722,50913398.94,552,0.0072463768115942,0.241060576586229,0.0332996972754793,0.121019108280255,37729383.16,64097414.72,0.741050174325682,3.86175197220524,0,2
"E39","***建筑劳务有限公司","C","否",373240.46,279,4.76276436153134,33730256.68,236,0.0254237288135593,1.50922162077979,0.0106382978723404,0.106060606060606,33357016.22,34103497.14,0.988934550260292,90.3713833168033,0,1
"E40","***财税咨询服务有限公司","C","否",4550063.44,3068,4.28289024868932,40064199.31,800,0.0525,0.740808260437345,0.0254129606099111,0.0939977349943375,35514135.87,44614262.75,0.886430690782224,8.80519576008373,0,1
"E41","***物业发展有限公司","C","否",5672415.33,1968,3.19978047724954,35706679.89,605,0.0297520661157025,0.531027087880053,0.0319724545007378,0.0874811463046757,30034264.56,41379095.22,0.841138539134001,6.29479292553848,0,1
"E42","***园艺场","A","否",11769,47,0.83954450486225,27390653.61,294,0.0204081632653061,0.189028668696461,0,0.100917431192661,27378884.61,27402422.61,0.999570327887477,2327.35607188376,0,3
"E43","***建设工程有限公司","B","否",4025661.81,68,2.32327893921493,20641819.74,214,0.0233644859813084,0.243759289802544,0.128205128205128,0.126530612244898,16616157.93,24667481.55,0.804975440115921,5.12755932173051,0,2
"E44","***商贸有限公司","C","否",34587747.3,1222,2.14762005643293,38757598.86,2242,0.0249776984834969,1.35137287607631,0.0208333333333333,0.0792607802874743,4169851.56,73345346.16,0.107587974555966,1.12055863377954,0,1
"E45","个体经营E45","B","是",26918289.2,592,1.3707365371035,29129501.82,305,0.0229508196721311,0.304981112739231,0.0133333333333333,0.0615384615384615,2211212.62,56047791.02,0.075909730062112,1.08214536234346,1,2
"E46","***广告传媒有限公司","C","否",53617413.17,2492,2.14313665706566,67377862.82,889,0.0404949381327334,0.435133341485127,0.020440251572327,0.0872689938398357,13760449.65,120995275.99,0.204228051678651,1.25664143114049,0,1
"E47","***控制设备有限责任公司","C","否",48140974.03,2811,2.40767629218984,58452972.39,3356,0.00595947556615018,1.47135183319154,0.0323580034423408,0.046048891415577,10311998.36,106593946.42,0.17641529486641,1.2142041902512,0,1
"E48","***化工有限公司","A","否",14517913.35,1210,2.17262353502825,57513239.5,960,0.00625,0.549651893612256,0.0202429149797571,0.0551181102362205,42995326.15,72031152.85,0.747572672375723,3.96153621484454,0,3
"E49","***地球环保科技有限公司","C","否",24699538.66,3518,2.96578762053153,40936840.04,461,0.0281995661605206,0.316496381038871,0.0268326417704011,0.101364522417154,16237301.38,65636378.7,0.396642763929367,1.65739290128102,0,1
"E50","***建筑劳务有限公司","C","否",1903196.29,186,7.85401616900964,23525694.35,255,0.0705882352941176,0.235516127653114,0.0558375634517767,0.105263157894737,21622498.06,25428890.64,0.91910137649136,12.3611497529769,0,1
"E51","***物流有限公司","B","否",22711625.38,451,1.14950703448756,30730873.6,834,0.00359712230215827,0.965700347086664,0.00441501103752759,0.0681564245810056,8019248.22,53442498.98,0.260950870592888,1.3530900182539,0,2
"E52","***商贸有限公司","D","是",18478414.54,409,2.7346735776417,21567346.17,286,0.0174825174825175,0.467102043658671,0.0376470588235294,0.245382585751979,3088931.63,40045760.71,0.143222610962524,1.16716432155548,1,0
"E53","***文化传媒有限公司","C","否",35092786.35,599,0.74656248369334,38615826.11,396,0.0101010101010101,0.994200190991907,0.0492063492063492,0.127753303964758,3523039.76,73708612.46,0.0912330542913769,1.10039213543384,0,1
"E54","***新技术开发有限公司","A","否",8772654.64,1555,2.82566410533949,38145037.72,3215,0.0115085536547434,2.00040694941948,0.0541362530413625,0.0816909454441588,29372383.08,46917692.36,0.770018456807021,4.34817501490062,0,3
"E55","***集团有限公司***电力设备分公司","C","否",12068501.42,752,2.89545577476216,40222827.43,443,0.158013544018059,0.369797928163042,0.086269744835966,0.249152542372881,28154326.01,52291328.85,0.699958899184726,3.33287672016531,0,1
"E56","***家居材料***有限公司","C","否",28806545.35,1152,2.35626725706898,30916843.04,458,0.0174672489082969,0.512703705882535,0.0407993338884263,0.0747474747474747,2110297.69,59723388.39,0.0682572178300905,1.07325757616402,0,1
"E57","***机械设备有限公司","B","否",31823470.55,122,2.37150944851451,38551464.86,386,0.0233160621761658,0.206998495431094,0.0615384615384615,0.118721461187215,6727994.31,70374935.41,0.174519809673453,1.21141610873111,0,2
"E58","***油气工程建设有限责任公司","B","否",7188644.02,1313,6.31207503834491,24943011.07,284,0.0211267605633803,0.297747006098735,0.0288461538461538,0.268041237113402,17754367.05,32131655.09,0.711797264579412,3.4697796970617,0,2
"E59","***商贸有限公司","A","否",21185926.36,532,0.988758696003639,30979669.04,2067,0.000967585873246251,1.22562882170659,0.0309653916211293,0.0381572824569567,9793742.68,52165595.4,0.316134516070995,1.46227587661642,0,3
"E60","***机械租赁有限公司","B","否",5375422.57,530,2.86896158844934,8357393,424,0.00235849056603774,1.33375294363794,0.0148698884758364,0.173489278752437,2981970.43,13732815.57,0.356806294738084,1.55474158378585,0,2
"E61","***调味品有限公司","B","否",1057074.38,209,1.70172305144102,19443867.8,1955,0.020460358056266,0.117089832692543,0.0141509433962264,0.018574297188755,18386793.42,20500942.18,0.945634562481442,18.3940394052498,0,2
"E62","***工程造价咨询有限公司***分公司","B","否",1238870.98,527,4.89606084533125,13211201.58,191,0.120418848167539,0.518214940879724,0.00566037735849057,0.127853881278539,11972330.6,14450072.56,0.906225715163147,10.6639043074526,0,2
"E63","***科技有限公司","B","否",42464980.85,1526,1.58390898740438,55453260.44,625,0.0048,0.355798375605746,0.0298792116973935,0.0713224368499257,12988279.59,97918241.29,0.234220305297526,1.30585859995743,0,2
"E64","***图书有限责任公司","A","否",90634.05,32,2.2779418462677,8944128.07,1283,0,0.522297593327531,0,0.0669090909090909,8853494.02,9034762.12,0.989866642193552,98.6839721936734,0,3
"E65","***商贸有限公司","B","否",4839565.89,579,2.92390884733061,8299211.62,455,0.0153846153846154,1.26450350877163,0.0136286201022147,0.0618556701030928,3459645.73,13138777.51,0.416864382836403,1.71486695473011,0,2
"E66","***快递有限公司","B","否",5380906.31,575,2.8441268484376,5067333.8,628,0.00955414012738853,2.24553896568398,0.00346620450606586,0.0751104565537555,-313572.510000001,10448240.11,-0.0618811632263106,0.941724963800754,0,2
"E67","***信息技术有限公司","B","否",1299500.55,627,1.64577945580637,6021410,192,0.015625,1.13176024196044,0.0309119010819165,0.106976744186047,4721909.45,7320910.55,0.784186668903131,4.63363405271356,0,2
"E68","***花木总公司","C","否",740,3,0.23406091994174,5957078.2,65,0,0.22209767289392,0,0.10958904109589,5956338.2,5957818.2,0.999875778028229,8050.10567567568,0,1
"E69","***电子器材经营部","C","否",3250,1,0,4468275.87,523,0.0745697896749522,0.313204061547597,0,0.109028960817717,4465025.87,4471525.87,0.999272650101615,1374.85411384615,0,1
"E70","***科技有限公司","B","否",6128526.1,1787,3.59406714593828,11130033.08,469,0.0298507462686567,1.16754362463337,0.0229633679606342,0.188581314878893,5001506.98,17258559.18,0.449370360721336,1.81610274613989,0,2
"E71","***农业科技有限公司","B","否",12123425.29,1205,2.72493581481381,12302136.02,359,0.00278551532033426,0.942098955584986,0.0428911834789516,0.0426666666666667,178710.73,24425561.31,0.0145268049149728,1.01474094372878,0,2
"E72","***图书有限公司","C","否",2479718.77,114,3.23991545902429,4441013.75,176,0,1.46591602827923,0.0256410256410256,0.290322580645161,1961294.98,6920732.52,0.441632269208804,1.7909344413278,0,1
"E73","***商贸有限责任公司","C","否",884511.54,600,2.44477458243296,7803235.18,223,0.0269058295964126,1.06057888520732,0.0099009900990099,0.0550847457627119,6918723.64,8687746.72,0.886648099205438,8.82208408496287,0,1
"E74","***蔬菜专业合作社","B","否",337315,19,1.21288732322127,4148275.55,512,0.02734375,0.281713855522326,0,0.0774774774774775,3810960.55,4485590.55,0.918685488479665,12.2979279012199,0,2
"E75","***酒店管理有限公司","C","否",2733624.25,538,2.72058946619202,6656424.8,8064,0.00148809523809524,2.04428534986849,0.0253623188405797,0.0682842287694974,3922800.55,9390049.05,0.589325451404484,2.43501819973978,0,1
"E76","***信息科技有限公司","B","否",949264.61,346,3.48372226416826,4312597.8,223,0.00448430493273543,1.50719205550538,0.0114285714285714,0.0897959183673469,3363333.19,5261862.41,0.779885661955307,4.54309341628147,0,2
"E77","***机电设备有限公司","C","否",807881,53,1.89119757845024,4689777.59,252,0.0238095238095238,1.41085041033279,0.0185185185185185,0.0232558139534884,3881896.59,5497658.59,0.82773575409575,5.8050351351251,0,1
"E78","个体经营E78","C","否",3748968.62,52,0.921985414807223,10039067.1,248,0,0.790226107062382,0,0.0746268656716418,6290098.48,13788035.72,0.626562051766742,2.67782105362088,0,1
"E79","***鞋业有限公司","B","否",3318032.58,152,1.38137781100143,3497419.09,74,0,0.798332038158339,0.012987012987013,0.13953488372093,179386.51,6815451.67,0.051291110783066,1.05406411952712,0,2
"E80","***实业有限责任公司","C","否",2600684.82,390,9.80639025044959,3779239.67,47,0,0.263083811018161,0.0126582278481013,0.0208333333333333,1178554.85,6379924.49,0.311849724524087,1.45317096517678,0,1
"E81","***机械设备有限公司","A","否",2414570.17,205,1.74302218551271,3932711.16,609,0.00492610837438424,0.467694441679856,0.028436018957346,0.061633281972265,1518140.99,6347281.33,0.386029110258888,1.62874171513516,0,3
"E82","***商贸有限公司","D","是",1694684.6,311,1.92119519828881,3433971.44,335,0.00597014925373134,0.195127409223725,0.0126984126984127,0.0233236151603499,1739286.84,5128656.04,0.506494264844556,2.02631890323427,1,0
"E83","***社会福利院（***社会福利社会化服务中心）","B","否",38175265.32,2699,2.05459848591544,3498760.81,649,0.00462249614791988,0.557791851680149,0.0660899653979239,0.0807365439093484,-34676504.51,41674026.13,-9.91108177812247,0.0916499408890028,0,2
"E84","***建材有限公司","A","否",1658750.05,53,1.43079840769071,5765461.41,445,0.0134831460674157,1.15244928256696,0.0185185185185185,0.106425702811245,4106711.36,7424211.46,0.712295351223242,3.47578672868766,0,3
"E85","***安防科技有限公司","B","否",433008.84,228,5.18994722295242,2739277,247,0,1.71562257970604,0.00436681222707424,0.156996587030717,2306268.16,3172285.84,0.841925865839782,6.32614567406984,0,2
"E86","***地质工程勘察院***分院","C","否",1745966.38,137,2.34348501834331,5498263.16,19,0.315789473684211,1.02529175304615,0.0072463768115942,0.136363636363636,3752296.78,7244229.54,0.682451288853915,3.14912315780101,0,1
"E87","***实业有限责任公司","C","是",1706273.92,371,2.93155099376471,4328051.6,71,0,0.673130413598675,0.0211081794195251,0.0405405405405405,2621777.68,6034325.52,0.605763960854811,2.53655145827934,1,1
"E88","***贸易有限公司","A","否",683458.46,214,1.10409158519366,2794034.69,364,0.010989010989011,0.36186377653726,0,0.09,2110576.23,3477493.15,0.75538655176826,4.08808267586592,0,3
"E89","***物资有限公司","A","否",2718420.69,63,1.18191235656314,2158396,165,0,1.24605631037483,0.0307692307692308,0.0406976744186047,-560024.69,4876816.69,-0.259463365388001,0.793988953931924,0,3
"E90","***文化传媒有限责任公司","C","否",757788.57,135,1.96932904767005,3692574.93,187,0.0320855614973262,1.47265499681801,0.0287769784172662,0.283524904214559,2934786.36,4450363.5,0.794780448774807,4.87283006921047,0,1
"E91","***科技实业有限公司","A","否",1529945.65,168,1.20462158438271,2711505.5,123,0.00813008130081301,0.930675336084439,0.0508474576271186,0.0465116279069767,1181559.85,4241451.15,0.435757865879306,1.77228877378749,0,3
"E92","***地质灾害防治有限公司","C","否",159392.41,212,2.83363658383332,2527840,36,0.0555555555555556,0.326497754375855,0.00469483568075117,0.0769230769230769,2368447.59,2687232.41,0.936945214095829,15.8592244135088,0,1
"E93","***电脑设计事务所","B","否",315214.83,208,1.85834948808302,1609109,141,0.0354609929078014,1.21510130006717,0.0234741784037559,0.0472972972972973,1293894.17,1924323.83,0.80410598039039,5.10480106535597,0,2
"E94","***汽车美容有限公司","C","否",16346,4,1.85481544459427,1264795.89,178,0.050561797752809,0.520585375815159,0,0.0918367346938776,1248449.89,1281141.89,0.987076175587509,77.3764768138994,0,1
"E95","***兰花店","B","否",1138,4,0.031634446397188,2380080.45,864,0,1.13954619460639,0,0.0536692223439211,2378942.45,2381218.45,0.999521864901668,2091.45909490334,0,2
"E96","***土地整理有限公司","C","否",2435469.96,11,3.30308685383417,1481350,18,0,0.308187411184796,0,0.1,-954119.96,3916819.96,-0.644088135822054,0.608239897978458,0,1
"E97","***美工装饰部","B","否",19880,9,0.666617809537798,1024162.9,255,0.0156862745098039,0.905783229075727,0,0.0340909090909091,1004282.9,1044042.9,0.980589025437262,51.5172484909457,0,2
"E98","***文化传播有限公司","B","否",213276.98,50,3.31806050302335,1630434.8,133,0.0451127819548872,1.38813847566852,0.0196078431372549,0.130718954248366,1417157.82,1843711.78,0.869190120328639,7.64468251566578,0,2
"E99","***建筑工程有限责任公司","D","是",4779930.4,871,9.13375437174733,1235004.8,5,0,0.567253383795247,0.0102272727272727,0.375,-3544925.6,6014935.2,-2.87037394510531,0.258372967104291,1,0
"E100","***装饰工程有限公司","D","是",23323.02,58,1.44330373418293,948353.41,98,0.153061224489796,1.20769334455734,0,0.0101010101010101,925030.39,971676.43,0.975406826448802,40.6616900384256,1,0
"E101","***灯饰工程有限公司","D","是",53158,16,3.05408770693936,392378,32,0,0.913883899866166,0,0.492063492063492,339220,445536,0.864523495201056,7.3813537002897,1,0
"E102","***大药房有限责任公司","D","是",3702483.96,710,1.70468271200735,501782.3,151,0.0198675496688742,1.23048492377464,0.0273972602739726,0.146892655367232,-3200701.66,4204266.26,-6.37866592743507,0.135525853837865,1,0
"E103","***科技有限公司","D","是",738265.61,169,3.25039410615413,1851202.07,54,0.037037037037037,1.10874501163418,0.0174418604651163,0.15625,1112936.46,2589467.68,0.601196637598833,2.50750142621434,1,0
"E104","***管理咨询有限责任公司","C","否",280,1,0,390930,19,0.0526315789473684,1.07325445790996,0,0.0952380952380952,390650,391210,0.999283759240785,1396.17857142857,0,1
"E105","***建材经营部","C","否",8480,6,1.07169146955156,1006606.47,121,0.0330578512396694,0.353903192970523,0,0.00819672131147541,998126.47,1015086.47,0.991575655181314,118.703593160377,0,1
"E106","***财务管理有限公司","B","否",52461.1,35,1.98618236084983,648877.86,138,0.0289855072463768,0.745955917284726,0.0277777777777778,0.0980392156862745,596416.76,701338.96,0.919151040228126,12.3687429352415,0,2
"E107","***科技有限公司","D","是",110910,9,1.91118006991701,834000,34,0,1.45456148969951,0,0.37037037037037,723090,944910,0.867014388489209,7.51961049499594,1,0
"E108","***商贸有限公司","D","是",107228.01,218,2.51134300891809,197217.26,33,0.0303030303030303,0.616370864695338,0,0,89989.25,304445.27,0.456295001766073,1.83923267810342,1,0
"E109","***服饰有限公司","D","是",3371,10,0.506635150058596,456807,23,0,1.2001623874115,0,0.303030303030303,453436,460178,0.992620515885264,135.510827647582,1,0
"E110","***通讯器材经营部","C","否",1040,3,0.333086693763246,202827.51,62,0,1.13564531119298,0,0.253012048192771,201787.51,203867.51,0.99487249042302,195.026451923077,0,1
"E111","***科技有限公司","D","是",1129274.01,264,3.23203815974555,5054338.2,204,0.137254901960784,1.44616635791976,0.0503597122302158,0.184,3925064.19,6183612.21,0.776573318738346,4.47574118880147,1,0
"E112","***机械设备有限公司","D","是",934545.89,102,1.12487800427265,1293414.06,16,0.0625,0.350126417282796,0.0377358490566038,0.272727272727273,358868.17,2227959.95,0.277458070928965,1.38400272671468,1,0
"E113","***美居科技有限公司","D","是",1357580.73,102,2.15421254472196,329500,31,0,0.430306666352421,0.0192307692307692,0.340425531914894,-1028080.73,1687080.73,-3.12012361153262,0.242711164587612,1,0
"E114","***食品有限责任公司","D","是",644317,69,1.93990297755677,235665.64,66,0.0151515151515152,0.733633008183323,0.0921052631578947,0.12,-408651.36,879982.64,-1.73403029818008,0.365760394340053,1,0
"E115","***装饰工程有限公司","D","是",560,2,0,57200,4,0,1.03019754968497,0,0.333333333333333,56640,57760,0.99020979020979,102.142857142857,1,0
"E116","***门窗有限公司","D","是",2806.25,10,0.490517216665773,238370.32,43,0,0.651740119281593,0,0.0851063829787234,235564.07,241176.57,0.988227351458856,84.9426530066815,1,0
"E117","***人力资源管理咨询有限公司","D","是",7120,4,0.828177036663494,525168,26,0,0.877122428751508,0,0.409090909090909,518048,532288,0.986442433659324,73.7595505617978,1,0
"E118","***体育用品有限公司","D","是",67712.79,27,2.57359732193917,281975.2,136,0.00735294117647059,3.24019772690367,0.0689655172413793,0.0555555555555556,214262.41,349687.99,0.759862604938307,4.16428270050606,1,0
"E119","***药房","D","是",249812.83,314,1.74079831250782,36742,18,0,0.317592229697594,0.00317460317460317,0.142857142857143,-213070.83,286554.83,-5.79910810516575,0.147078114442721,1,0
"E120","***陈列广告有限公司","D","是",19446.34,35,3.21886899831233,196393.42,9,0,1.20602778853347,0.0277777777777778,0.689655172413793,176947.08,215839.76,0.900982731498846,10.099248496118,1,0
"E121","***药业连锁有限公司***药店","D","是",1255919.88,50,1.20214785614525,114287.55,163,0,0.560726458765784,0,0.123655913978495,-1141632.33,1370207.43,-9.98912243722085,0.0909990771067339,1,0
"E122","***商贸有限责任公司","D","是",64922.26,47,2.16349286883958,64840.6,102,0.0784313725490196,1.68398581177626,0.0208333333333333,0.135593220338983,-81.6599999999962,129762.86,-0.00125939611909816,0.998742187964498,1,0
"E123","***创科技有限责任公司","D","是",840,3,0,227559.7,33,0,0.626849994836645,0,0.492307692307692,226719.7,228399.7,0.996308660979954,270.904404761905,1,0
